Brand,Type,Manufacture_year,Mileage,Price,Body_type,Fuel,Horse_Power,Gear_box,Transmission,Color,Governorate,Address
Skoda,Fabia,12-2022,3 700 km,62 900 DT,Citadine,Essence,4                                                                            CV,Manuelle,Traction,Blanc,Nabeul,"ADRESSE :Nabeul, Tunisie"
Mercedes-Benz,Classe C Classique,05-2014,175 000 km,53 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Sousse,ADRESSE :Sousse
Volkswagen,Golf 7,05-2014,195 000 km,64 000 DT,Citadine,Diesel,5                                                                            CV,Manuelle,Traction,Gris Shark,Nabeul,ADRESSE :Kelibia
Peugeot,Expert Blanc,03-2021,70 000 km,50 000 DT,Utilitaire,Diesel,5                                                                            CV,Manuelle,Intégrale,Blanc,Tunis,ADRESSE :Rurne abou kacem
Toyota,RAV 4 Hybride,05-2018,100 000 km,89 000 DT,SUV/4x4,Hybride (essence/électrique),8                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Gammarth
Mercedes-Benz,Classe A EQ Power Hybrid,05-2021,40 000 km,173 000 DT,Autres,Hybride (essence/électrique),6                                                                            CV,Automatique,Traction,Noir,Ariana,ADRESSE :Boulevard du Grand Maghreb Arabe Ariana
Mercedes-Benz,Classe C AMG,04-2021,75 000 km,187 000 DT,Berline,Hybride (essence/électrique),10                                                                            CV,Automatique,Intégrale,Noir,Sousse,ADRESSE :Route de la plage hammam sousse
Renault,Megane,06-2019,31 000 km,68 000 DT,Berline,Essence,7                                                                            CV,Manuelle,Traction,Gris argent,Médenine,ADRESSE :Cité stade medenine
Mercedes-Benz,GLC Coupé 4 Matic AMG,12-2020,43 000 km,270 000 DT,SUV/4x4,Hybride (essence/électrique),12                                                                            CV,Automatique,Intégrale,Noir,Ariana,ADRESSE :tunis
BMW,Série 3 Luxury,07-2015,150 000 km,76 000 DT,Berline,Essence,7                                                                            CV,Automatique,Propulsion,Noir,Ariana,ADRESSE :1 Rue Mohamed Zagbani
Peugeot,2008 1.2,12-2016,120 000 km,39 500 DT,Berline,Essence,5                                                                            CV,Manuelle,Traction,Noir,Ben Arous,"ADRESSE :Km1 Pont La Goulette Radès Tunis
54220220"
Peugeot,307 HDI 1ère main,05-2005,430 000 km,19 500 DT,Citadine,Diesel,5                                                                            CV,Manuelle,Traction,Bleu,Nabeul,ADRESSE :Nabeul
Ford,Fiesta titanium 1.4,12-2013,189 000 km,36 000 DT,Coupé,Essence,6                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Lac2
Mercedes-Benz,Classe E 180 KITT AMG,01-2015,176 312 km,87 000 DT,Berline,Essence,9                                                                            CV,Automatique,Propulsion,Blanc,Sfax,"ADRESSE :sfax route sokra km 4,5"
BMW,X4 KITT M,05-2018,84 476 km,185 000 DT,SUV/4x4,Diesel,10                                                                            CV,Automatique,Intégrale,Noir,Sfax,"ADRESSE :sfax route sokra km 4,5"
Mercedes-Benz,GLC 300E 4X4 KITT AMG,09-2021,44 751 km,305 000 DT,SUV/4x4,Essence,10                                                                            CV,Automatique,Intégrale,Noir,Sfax,"ADRESSE :sfax route sokra km 4,5"
Mercedes-Benz,Classe C 200 KITT AMG,02-2023,2 659 km,265 000 DT,Berline,Hybride (essence/électrique),12                                                                            CV,Automatique,Propulsion,Noir,Sfax,"ADRESSE :sfax route sokra km 4,5"
Toyota,Yaris,12-2017,71 666 km,35 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Sfax,"ADRESSE :sfax route sokra km 4,5"
Chevrolet,Camaro RS COUPE,07-2014,40 146 km,160 000 DT,Coupé,Essence,21                                                                            CV,Automatique,Intégrale,Rouge,Sfax,"ADRESSE :sfax route sokra km 4,5"
Citroën,Jumpy Combi,02-2019,125 137 km,67 000 DT,Autres,Diesel,7                                                                            CV,Manuelle,Traction,Blanc,Sfax,"ADRESSE :sfax route sokra km 4,5"
Volkswagen,Golf 7 R400 RESTYLEE,08-2018,94 800 km,185 000 DT,Citadine,Essence,20                                                                            CV,Automatique,Traction,Blanc,Sfax,"ADRESSE :sfax route sokra km 4,5"
Porsche,Macan,06-2017,44 816 km,240 000 DT,SUV/4x4,Essence,15                                                                            CV,Automatique,Intégrale,Blanc,Sfax,"ADRESSE :sfax route sokra km 4,5"
Mercedes-Benz,Classe C C 180 KITT AMG LINE,05-2022,14 150 km,235 000 DT,Berline,Hybride (essence/électrique),9                                                                            CV,Automatique,Propulsion,Noir,Sfax,"ADRESSE :sfax route sokra km 4,5"
KIA,Sportage G-TLINE,02-2020,62 253 km,135 000 DT,SUV/4x4,Diesel,7                                                                            CV,Automatique,Intégrale,Gris argent,Sfax,"ADRESSE :sfax route sokra km 4,5"
Volkswagen,Golf 7 JOIN,03-2019,71 052 km,88 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Noir,Sfax,"ADRESSE :sfax route sokra km 4,5"
Peugeot,Partner maxi,08-2019,17 957 km,74 000 DT,Autres,Diesel,5                                                                            CV,Manuelle,Traction,Blanc,Sfax,"ADRESSE :sfax route sokra km 4,5"
Nissan,Qashqai,06-2019,65 249 km,107 000 DT,Autres,Essence,8                                                                            CV,Manuelle,Traction,Blanc,Sfax,"ADRESSE :sfax route sokra km 4,5"
Citroën,DS3,08-2012,85 000 km,38 000 DT,Monospace,Essence,6                                                                            CV,Manuelle,Traction,Rouge,Sfax,"ADRESSE :sfax route sokra km 4,5"
Audi,A3,02-2019,114 000 km,86 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Propulsion,Gris Shark,Sfax,"ADRESSE :sfax route sokra km 4,5"
Mercedes-Benz,Classe C coupe,01-2012,220 000 km,68 500 DT,Coupé,Diesel,9                                                                            CV,Automatique,Traction,Gris argent,Sousse,ADRESSE :sousse
Peugeot,206,11-2004,461 000 km,19 800 DT,Autres,Essence,5                                                                            CV,Manuelle,Traction,Gris anthracite,Ben Arous,ADRESSE :Rades
Renault,Symbol,12-2019,233 000 km,35 500 DT,Autres,Essence,5                                                                            CV,Manuelle,Traction,Gris anthracite,Monastir,ADRESSE :Monastir
Toyota,Prado GX,11-2004,205 000 km,115 000 DT,SUV/4x4,Diesel,12                                                                            CV,Manuelle,Intégrale,Gris argent,Ariana,"ADRESSE :75 Avenue 13 Août 1956, Saniet GHARBI
2036 Soukra"
Mazda,3,08-2018,115 000 km,68 000 DT,Coupé,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Kasserine,ADRESSE :kasserine nord
Ssangyong,XLV Beige,04-2017,100 000 km,60 000 DT,Autres,Essence,8                                                                            CV,Automatique,Traction,Marron,Tunis,ADRESSE :Tunis
Audi,A5 Coupé S Line,12-2019,190 000 km,120 000 DT,Coupé,Essence,9                                                                            CV,Automatique,Propulsion,Noir,Tunis,ADRESSE :Tunis
Peugeot,508 Allure,04-2013,183 000 km,39 000 DT,Berline,Essence,7                                                                            CV,Automatique,Traction,Blanc,Ben Arous,ADRESSE :Ezzahra
Mahindra,KUV 100,02-2019,20 500 km,38 000 DT,SUV/4x4,Essence,5                                                                            CV,Manuelle,Traction,Gris argent,Tunis,"ADRESSE :Ain zaghouan
Tunis"
Volkswagen,Golf 7 Smart,10-2015,166 000 km,59 000 DT,Citadine,Essence,5                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :La Marsa
Seat,Tarraco FR,12-2021,70 000 km,132 000 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Traction,Gris Shark,Tunis,ADRESSE :La Marsa
Mercedes-Benz,Classe GL 4 matic CDI,10-2008,190 000 km,88 000 DT,Berline,Diesel,15                                                                            CV,Automatique,Traction,Noir,Sousse,ADRESSE :Sousse
Nissan,Qashqai,03-2017,114 000 km,76 500 DT,SUV/4x4,Essence,6                                                                            CV,Manuelle,Traction,Gris Shark,Tunis,ADRESSE :Jardin de Carthage
Ford,Courier 1.5,02-2018,220 400 km,28 000 DT,Autres,Diesel,6                                                                            CV,Manuelle,Traction,Blanc,Ben Arous,"ADRESSE :Km1 Pont La Goulette Radès Tunis
54220220"
KIA,Sportage Crdi,08-2015,254 000 km,60 000 DT,Berline,Diesel,11                                                                            CV,Automatique,Traction,Blanc,Sousse,ADRESSE :Sousse
Peugeot,301,07-2019,87 800 km,28 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :AIN ZAGHOUAN NORD
Renault,Kangoo,02-2002,314 685 km,13 500 DT,Autres,Diesel,7                                                                            CV,Manuelle,Traction,Gris argent,Nabeul,ADRESSE :Nabeul-Hammamet
Honda,CR-V 1.5 T CVT LX,12-2019,80 000 km,95 000 DT,SUV/4x4,Essence,11                                                                            CV,Automatique,Intégrale,Bleu,Tunis,ADRESSE :Tunis
Volkswagen,T-roc TSI,06-2019,67 000 km,88 000 DT,SUV/4x4,Essence,6                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :La marsa
Ford,Taunus GL,10-1977,81 666 km,25 000 DT,Berline,Essence,9                                                                            CV,Manuelle,Propulsion,Rouge,Jendouba,ADRESSE :Ghardimaou
Mercedes-Benz,Classe E,06-2015,155 000 km,95 000 DT,Berline,Essence,9                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :67 avenue alain savary immeuble sopivel
Land,Rover Range Rover Evoque dynamique,08-2013,180 000 km,125 000 DT,Autres,Essence,11                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71 779 520
Volkswagen,Amarok AWD,07-2016,180 000 km,87 000 DT,SUV/4x4,Diesel,7                                                                            CV,Manuelle,Intégrale,Marron,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis 71779520
Seat,Leon,06-2019,59 000 km,57 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Propulsion,Noir,Ariana,"ADRESSE :Résidence Beau Site, Ennasr 2"
Renault,Megane,01-2019,195 000 km,55 000 DT,Compacte,Diesel,4                                                                            CV,Manuelle,Traction,Blanc,Sousse,ADRESSE :sousse
BAIC,YX Kenbo S2 Toutes options,08-2016,61 000 km,36 600 DT,SUV/4x4,Essence,7                                                                            CV,Manuelle,Traction,Gris Shark,Tunis,ADRESSE :Ain zeghouan Nord
Citroën,DS3,06-2014,160 000 km,33 500 DT,Coupé,Essence,7                                                                            CV,Automatique,Traction,Aubergine,Tunis,ADRESSE :Ennasr
KIA,Sportage Gt line,02-2018,130 000 km,115 000 DT,SUV/4x4,Diesel,10                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :Tunis Tunis
Mercedes-Benz,Classe A,08-2013,128 800 km,68 000 DT,Autres,Diesel,5                                                                            CV,Manuelle,Intégrale,Noir,Sousse,ADRESSE :sousse sahloul
KIA,Rio Berline EXCLUSIVE,10-2017,90 000 km,41 000 DT,Berline,Essence,5                                                                            CV,Manuelle,Propulsion,Blanc,Bizerte,ADRESSE :BIZERTE
Volkswagen,Polo 1.2,12-2012,260 000 km,28 500 DT,Citadine,Essence,4                                                                            CV,Manuelle,Traction,Gris argent,Ben Arous,ADRESSE :Mourouj 1
KIA,Sportage,05-2018,114 000 km,86 000 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Traction,Blanc,Ben Arous,ADRESSE :Mourouj 2
Citroën,C-Elysée 5cv,01-2020,84 000 km,27 900 DT,Berline,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Bizerte,ADRESSE :Bizerte
